mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,chroma0_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma0_std,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,label,file
-5.205557e-07,-1.9520839e-07,0.0,-3.9041677e-07,-2.6027786e-07,-1.9520839e-07,5.205557e-07,-6.5069464e-08,-9.1097246e-07,0.0,-2.6027786e-07,3.9041677e-07,-5.205557e-07,-9.760419e-08,-1.3013893e-07,6.5069464e-08,1.3013893e-07,-4.8802097e-08,4.229515e-07,6.5069464e-08,45.24277,19.896559,16.506992,12.989525,10.878685,11.669244,9.784962,9.279439,10.2034855,8.3767395,8.825468,11.208978,11.845922,8.059853,9.876558,8.583344,9.552362,9.196863,9.923742,10.770497,0.37533185,0.31897044,0.41360056,0.27635407,0.36807486,0.54932284,0.42871594,0.5332473,0.38746887,0.5130187,0.3723756,0.24446745,0.2727153,0.21908724,0.31589627,0.23078755,0.2715332,0.36520416,0.2469222,0.32214195,0.20177163,0.30328026,0.27973264,0.19034846,bati,Bati108.wav
2.0822229e-06,-5.205557e-07,0.0,-2.6027786e-07,-2.0822229e-06,0.0,-5.205557e-07,0.0,-1.3013893e-07,-1.6267366e-07,2.2774312e-07,-3.9041677e-07,1.3013893e-07,-1.3013893e-07,1.0573788e-06,2.2774312e-07,1.3013893e-07,9.760419e-08,0.0,1.3013893e-07,96.22092,20.092855,16.483805,14.064847,11.5649805,8.948911,9.209204,9.886818,11.311805,9.685745,9.307335,8.760918,8.656494,7.1217175,7.690841,7.863168,7.587621,7.613428,8.550491,7.429394,0.32048646,0.25437814,0.46530646,0.23002304,0.50342435,0.30645943,0.2251051,0.3405918,0.24936253,0.63892716,0.23900215,0.23601024,0.27459636,0.18362182,0.34437045,0.15635067,0.36728477,0.23539457,0.16692422,0.28951487,0.18081115,0.34410486,0.18822351,0.22484212,bati,Bati109.wav
3.1233342e-06,2.2774312e-07,3.2534732e-07,6.5069464e-08,-1.3013893e-07,0.0,-1.3013893e-07,-2.2774312e-07,-3.9041677e-07,2.6841153e-07,1.3013893e-06,-3.2534732e-08,-4.88021e-07,-3.2534732e-08,1.9520839e-07,-1.3013893e-07,3.5788204e-07,-1.9520839e-07,-4.88021e-07,-2.6027786e-07,69.703865,21.541323,22.35955,14.572737,11.381496,9.888922,10.653589,9.440811,9.845303,9.002894,9.912579,6.7290297,8.015985,7.2541842,8.163082,8.222792,8.36823,9.579596,10.730198,10.1121855,0.44336358,0.31663752,0.34808,0.43156856,0.46926814,0.53505224,0.46831244,0.6031297,0.528599,0.47318944,0.4604556,0.34439987,0.31599206,0.25765634,0.26856032,0.29490548,0.2852988,0.2869253,0.26389587,0.2969646,0.28943694,0.28862587,0.29059297,0.23669104,bati,Bati11.wav
3.6438898e-06,-1.0411114e-06,-6.5069464e-08,9.76042e-07,-1.3013893e-07,-1.9520839e-07,-8.133683e-07,2.6027786e-07,0.0,1.05737875e-07,7.157641e-07,1.9520839e-07,6.8322936e-07,2.2774312e-07,-6.5069464e-08,1.7894102e-07,-2.6027786e-07,-6.5069464e-08,1.5616671e-06,-4.3921887e-07,44.645157,22.367563,22.1877,18.949541,14.958604,10.022994,8.650995,11.721853,8.527618,9.265998,7.598884,7.1732454,7.336761,7.5263634,5.962964,6.883753,8.54945,5.758686,7.1655903,6.408851,0.20421278,0.19845559,0.220824,0.24306402,0.28013387,0.39464414,0.37887505,0.401469,0.668901,0.86652344,0.66781676,0.2694366,0.20946318,0.20944993,0.21775706,0.1965609,0.180085,0.2542407,0.25429353,0.24563284,0.24945717,0.19326004,0.22668296,0.18079215,bati,Bati110.wav
-1.0411114e-06,1.8219449e-06,-1.8219449e-06,-2.6027786e-07,-2.6027786e-07,-2.2774312e-07,3.9041677e-07,-2.6027786e-07,1.1712503e-06,5.205557e-07,4.5548623e-07,-2.1147575e-07,-1.3013893e-07,-2.6027786e-07,-2.6027786e-07,2.6027786e-07,-1.464063e-07,0.0,2.6027786e-07,-1.9520839e-07,108.59676,26.818794,23.94522,22.191511,13.370725,15.189383,11.268253,10.93767,9.085974,10.982639,10.710607,8.732625,8.106186,9.4352045,8.460695,7.924353,7.8359947,6.553801,7.4558916,6.08236,0.3605925,0.3613546,0.5446254,0.2809918,0.30959517,0.44338498,0.39772734,0.45877358,0.34504887,0.47271252,0.35161507,0.29643774,0.32490987,0.26032233,0.3562344,0.1797148,0.20986536,0.3154249,0.26531118,0.32300034,0.23892616,0.32339412,0.29326224,0.25633594,bati,Bati111.wav
5.465835e-06,-9.1097246e-07,-8.133683e-08,-3.5788204e-07,-2.440105e-07,0.0,-3.9041677e-07,1.9520839e-07,2.440105e-07,-3.4161468e-07,2.6027786e-07,-4.88021e-07,4.88021e-07,1.1387156e-07,-8.45903e-07,-6.5069464e-08,-1.2200525e-07,-4.8802097e-08,1.5453998e-07,1.6267366e-07,41.063435,15.185128,15.887222,13.36407,11.190332,11.280459,12.347919,8.144039,9.847288,7.779789,7.753967,7.5711675,8.27157,7.016889,8.6254635,7.1043196,8.599651,8.839776,9.403934,8.804271,0.25316393,0.30288383,0.38014987,0.31770816,0.5124881,0.41174516,0.5523553,0.36498895,0.43033844,0.62589675,0.4971639,0.40683326,0.18277447,0.22032648,0.26922727,0.19091715,0.2949953,0.21919668,0.3201258,0.22923839,0.2548233,0.30983433,0.2776462,0.2921287,bati,Bati112.wav
-2.40757e-06,-7.8083355e-07,-6.5069463e-07,6.5069463e-07,3.5788204e-07,1.3013893e-07,-1.9520839e-07,3.9041677e-07,-2.6027786e-07,1.6267366e-07,4.88021e-07,3.2534732e-08,-9.1097246e-07,-2.6027786e-07,-2.6027786e-07,-6.5069464e-08,-9.597745e-07,-2.2774312e-07,6.5069463e-07,-3.6601573e-08,29.344952,16.398508,13.408216,17.212923,10.265888,9.431337,8.077691,10.641984,8.003524,8.211976,6.293736,7.0693,8.122438,6.294095,7.417605,6.881418,5.960212,6.680046,7.775726,7.3216357,0.44937998,0.21351056,0.21506424,0.3718387,0.2987135,0.5799002,0.31853583,0.52059644,0.44829687,0.29983938,0.38020647,0.27433202,0.32974207,0.18259174,0.16203865,0.29716578,0.20367143,0.35878778,0.18836282,0.3146762,0.31451645,0.20416614,0.2653792,0.21434201,bati,Bati113.wav
-3.6438898e-06,1.3664587e-06,2.6027786e-07,-1.4315282e-06,7.8083355e-07,-1.9520839e-07,5.205557e-07,-6.5069464e-08,-4.8802097e-08,6.5069464e-08,-1.7894102e-07,0.0,-6.5069463e-07,-2.1147575e-07,1.6267366e-07,-6.5069464e-08,-3.2534732e-07,0.0,5.5309044e-07,-4.88021e-07,99.05482,19.54164,15.895523,14.181786,10.023411,10.174816,10.23146,8.496711,9.173125,9.0914955,8.305942,8.266231,9.8524275,6.9198036,7.690067,7.1132517,9.434893,9.343847,10.78577,12.052285,0.3870696,0.57548195,0.37227267,0.40133128,0.41898954,0.41049048,0.5514727,0.38787863,0.6081799,0.41597387,0.33727506,0.47686398,0.22416733,0.33736175,0.20724835,0.27066368,0.2590167,0.25623843,0.2967143,0.19510505,0.30909637,0.2898073,0.22918564,0.32382518,bati,Bati114.wav
-1.691806e-06,1.0411114e-06,-3.4486816e-06,-5.205557e-07,-1.358325e-06,0.0,4.5548623e-07,6.5069464e-08,2.7654522e-07,0.0,8.133683e-07,0.0,3.0907995e-07,2.6027786e-07,5.042883e-07,-4.0668414e-07,-1.1387156e-07,9.760419e-08,-1.6267366e-07,3.33481e-07,49.920677,28.468674,16.776329,15.734048,9.7799835,7.968828,7.7594705,9.530724,7.5131187,7.859101,6.2195826,7.378264,6.7397814,8.268855,7.14061,6.752315,6.316239,6.928592,6.7902923,9.120042,0.41521367,0.17242256,0.18528786,0.3724159,0.6417972,0.42180702,0.35630068,0.38407588,0.42549884,0.2347593,0.22733003,0.44469294,0.3167805,0.19292986,0.17573676,0.25679755,0.31407666,0.2594858,0.33064032,0.3139562,0.31565556,0.19014403,0.21615432,0.273171,bati,Bati115.wav
-3.7740288e-06,6.5069464e-08,-1.3664587e-06,3.9041677e-07,2.5702439e-06,4.5548623e-07,6.5069463e-07,-3.2534732e-08,-1.1793841e-06,-9.760419e-08,5.205557e-07,2.928126e-07,-4.88021e-07,0.0,1.512865e-06,-2.440105e-07,-3.2534732e-07,1.6267366e-08,-9.760419e-08,-1.464063e-07,63.864464,14.898793,12.971846,21.87064,9.3573,11.605443,10.156069,6.6742125,7.259555,9.364072,7.652686,7.87177,9.276168,7.644665,7.2904563,7.540448,8.282928,7.0001173,8.766219,7.5446553,0.32114637,0.2748728,0.49647176,0.24475868,0.22774735,0.27714896,0.3401337,0.5152619,0.3337359,0.3647844,0.34749204,0.27752903,0.3321002,0.20530295,0.3495795,0.20069335,0.20687757,0.23602746,0.26120558,0.36647278,0.25892657,0.33233154,0.3299159,0.23755938,bati,Bati116.wav
4.1644457e-06,-4.229515e-07,-1.0411114e-06,4.88021e-07,-1.3013893e-07,-1.3664587e-06,2.6027786e-07,0.0,1.6267366e-07,9.760419e-08,3.9041677e-07,1.9520839e-07,3.2534732e-08,3.0094625e-07,1.3827261e-07,-8.133683e-08,-6.5069464e-08,-1.3013893e-07,-1.3013893e-07,9.760419e-08,53.937603,14.383759,14.351989,9.645427,12.73209,10.319009,7.5115733,6.6418343,9.462807,6.899618,5.804561,8.442978,7.3895483,6.8540335,6.0303106,7.2536535,7.695114,8.785791,8.93563,7.2602854,0.57153636,0.30776274,0.3036698,0.38553277,0.3851211,0.63661164,0.39383346,0.5078686,0.44189066,0.39986712,0.47942552,0.31888145,0.29276568,0.17275871,0.17490329,0.2547709,0.20644072,0.33497593,0.19368865,0.27707377,0.2569468,0.26997873,0.32130417,0.16867116,bati,Bati117.wav
7.027502e-06,-2.6027786e-07,4.5548623e-07,1.1712503e-06,1.3013893e-06,-1.3013893e-07,-3.2534732e-07,1.9520839e-07,-4.5548623e-07,-1.3013893e-07,-2.1147575e-07,2.928126e-07,1.3013893e-07,-8.133683e-08,-3.2534732e-08,1.3013893e-07,9.435072e-07,1.3013893e-07,3.2534732e-07,4.5548623e-07,48.13366,18.007082,15.132026,13.90926,14.637585,13.284165,9.414123,8.4113655,10.002699,9.017253,7.5044155,9.557549,7.925965,8.860978,7.9631963,9.557344,8.168155,9.706411,11.627653,9.700339,0.5725623,0.35933843,0.32580763,0.3387165,0.30965543,0.42635384,0.33712763,0.442828,0.41399047,0.41343328,0.49269965,0.40411547,0.31237,0.24094315,0.23431914,0.26249218,0.22692478,0.33300814,0.2413607,0.28043813,0.2745298,0.29231185,0.34982666,0.24103962,bati,Bati118.wav
-1.8219449e-06,-9.76042e-07,1.3013893e-07,-2.2367628e-07,-4.8802097e-08,6.5069464e-08,4.229515e-07,-6.5069464e-08,-1.6267366e-07,-1.6267366e-08,-6.8322936e-07,-2.440105e-07,-1.7568755e-06,1.3013893e-07,3.2534732e-08,-6.9136306e-08,5.042883e-07,-2.2774312e-07,-6.181599e-07,3.0907995e-07,41.8075,18.893364,17.972807,16.596706,12.941572,13.3962755,10.9390545,11.099591,10.500363,9.256096,9.169888,8.190241,9.286361,8.063508,8.349259,7.322544,6.283832,7.3940144,9.128077,7.6864843,0.4493656,0.26570922,0.23927002,0.30206457,0.32811776,0.49796322,0.41305095,0.50224435,0.5442128,0.6310159,0.5976459,0.39562455,0.28808466,0.19480184,0.20455155,0.25421157,0.21800949,0.29896572,0.23161657,0.2775779,0.28222325,0.2956815,0.2775177,0.23243639,bati,Bati119.wav
2.4726396e-06,1.1061809e-06,1.1712503e-06,-9.760419e-08,-5.205557e-07,-1.6267366e-07,-8.133683e-08,3.2534732e-08,1.6267366e-08,-3.2534732e-07,8.133683e-09,-6.5069464e-08,-1.1387156e-07,-6.5069464e-08,-1.0085766e-06,-7.320315e-08,-1.1387156e-07,4.3921887e-07,3.5788204e-07,-2.2774312e-07,59.454277,22.139444,14.921012,11.077929,9.583825,10.094195,8.880828,9.832043,8.740107,8.022746,8.038863,7.2745514,9.574576,8.099983,8.373709,7.47249,10.054277,8.543251,11.042138,11.907804,0.52294284,0.33041325,0.33383796,0.4086758,0.60811,0.4486443,0.47576374,0.5846356,0.48200035,0.4035083,0.34552252,0.38067958,0.34017134,0.22800034,0.23552355,0.25821444,0.31980032,0.26394877,0.27434605,0.28372014,0.26370218,0.2511016,0.22415854,0.2638183,bati,Bati12.wav
-5.205557e-07,-1.9520839e-07,0.0,-3.9041677e-07,-2.6027786e-07,-1.9520839e-07,5.205557e-07,-6.5069464e-08,-9.1097246e-07,0.0,-2.6027786e-07,3.9041677e-07,-5.205557e-07,-9.760419e-08,-1.3013893e-07,6.5069464e-08,1.3013893e-07,-4.8802097e-08,4.229515e-07,6.5069464e-08,45.24277,19.896559,16.506992,12.989525,10.878685,11.669244,9.784962,9.279439,10.2034855,8.3767395,8.825468,11.208978,11.845922,8.059853,9.876558,8.583344,9.552362,9.196863,9.923742,10.770497,0.37533185,0.31897044,0.41360056,0.27635407,0.36807486,0.54932284,0.42871594,0.5332473,0.38746887,0.5130187,0.3723756,0.24446745,0.2727153,0.21908724,0.31589627,0.23078755,0.2715332,0.36520416,0.2469222,0.32214195,0.20177163,0.30328026,0.27973264,0.19034846,bati,Bati120.wav
-7.2877797e-06,1.3013893e-07,0.0,3.2534732e-08,6.5069464e-08,-1.3013893e-07,3.9041677e-07,0.0,-6.5069463e-07,0.0,-2.6027786e-07,-2.2774312e-07,0.0,4.229515e-07,3.9041677e-07,3.6601573e-08,2.6027786e-07,1.464063e-07,-8.133683e-08,3.5788204e-07,81.69141,27.278498,21.285103,15.079005,13.353011,12.764298,10.927508,15.215173,10.840883,11.428113,9.456226,8.564576,11.540821,8.060761,9.145783,7.6428423,7.6305594,8.480244,10.712158,7.7964506,0.5305134,0.28905094,0.2797106,0.33844152,0.35535088,0.58626693,0.38835073,0.41339204,0.41795146,0.5118645,0.45592195,0.3783774,0.3405502,0.23202088,0.2446656,0.284963,0.24673535,0.33765557,0.24116153,0.2965042,0.2904345,0.3306092,0.30836672,0.25445783,bati,Bati121.wav
-1.0411114e-06,-2.6027786e-07,0.0,-1.9520839e-07,9.1097246e-07,0.0,6.5069463e-07,2.6027786e-07,-1.0736461e-06,1.3013893e-07,-1.3013893e-07,2.6027786e-07,1.6267366e-07,8.947051e-08,0.0,1.2200525e-07,1.6267366e-07,6.5069464e-08,9.760419e-08,1.3013893e-07,42.80564,19.447496,18.081894,16.06412,15.235264,13.261885,11.136762,9.97317,11.032757,8.74808,8.48822,9.65289,10.24602,8.39972,10.395651,10.862677,9.761552,9.824756,10.84208,11.783022,0.4246004,0.2595459,0.28070685,0.39867583,0.4207176,0.45488426,0.3030681,0.44308138,0.4409804,0.34556958,0.38129413,0.3406259,0.33489844,0.21808565,0.25461486,0.32875386,0.3009579,0.34024024,0.23100781,0.31423995,0.32392398,0.25071672,0.28427103,0.26908675,bati,Bati122.wav
-8.328891e-06,1.8219449e-06,6.5069463e-07,-6.5069464e-08,9.1097246e-07,9.76042e-07,5.693578e-07,-1.3013893e-07,5.856252e-07,6.5069464e-08,1.3013893e-07,0.0,-6.5069463e-07,0.0,-6.8322936e-07,3.2534732e-08,8.45903e-07,4.5548623e-07,7.157641e-07,-1.9520839e-07,100.83928,44.079094,12.949278,14.3434305,12.473017,9.449784,9.40528,7.3944983,8.157478,6.55163,7.7407465,7.26591,6.6718645,5.5781827,5.165137,5.4045763,5.5584655,6.30147,6.853192,6.5519357,0.37412548,0.639043,0.3423787,0.32244033,0.40605834,0.4419927,0.65232986,0.37573245,0.364943,0.433691,0.40043423,0.45440876,0.24559449,0.3160718,0.20666759,0.2570985,0.2841713,0.26284295,0.31868884,0.21576734,0.24696973,0.31859303,0.2710788,0.32062376,bati,Bati123.wav
-1.0411114e-06,-3.6438898e-06,1.8219449e-06,-2.6027786e-07,-9.76042e-07,3.9041677e-07,-1.8870144e-06,2.6027786e-07,-2.0822229e-06,6.5069464e-08,-7.8083355e-07,4.229515e-07,2.2367628e-07,-2.6027786e-07,-8.133683e-08,3.2534732e-08,1.6267366e-07,4.0668414e-07,1.3013893e-07,-2.928126e-07,60.833755,24.9626,25.173857,18.132355,17.501745,16.460285,13.872554,15.883375,14.201275,12.416809,9.929763,9.609474,11.171663,9.059528,9.124207,10.599839,10.414842,9.563075,10.896247,13.419209,0.3794267,0.25030437,0.33187145,0.29469362,0.46055847,0.17471029,0.13877587,0.3423968,0.2749789,0.36990282,0.17575999,0.29729882,0.3497224,0.24996811,0.33621833,0.260851,0.35031417,0.16888581,0.16735896,0.3506552,0.26918924,0.35574576,0.1698701,0.28999826,bati,Bati124.wav
